business_name,address,mall_center,city,state,zip,mall
PUTT-PUTT GOLF,4867  MONROE ST.,,TOLEDO,OH,43623-4309,False
ALADDIN AMUSEMENTS,1801  14th ST. N.,B & J VENDING,TOLEDO,OH,43624-1285,False
CLASSICS VENDING,724  MAIN ST.,,ZANESVILLE,OH,43701-,False
J & R MUSIC,1417  LINDEN AVE.,,ZANESVILLE,OH,43701-,False
GOLD MINE,3575  MAPLE AVE.,COLONY SQUARE SHOPPING CENTER,ZANESVILLE,OH,43701-1017,True
C & M AMUSEMENT,,HWY. 40 W.,CAMBRIDGE,OH,43725-,False
J & V COIN MACHINE,110  RIVER ST. N.,,NEWCOMERSTOWN,OH,43832-1053,False
BELLMONT VENDING,3156  UNION ST.,,BELLAIRE,OH,43906-1534,False
AUTOMATIC MUSIC,703  MAIN,,BRIDGEPORT,OH,43912-1315,False
ALADDIN'S CASTLE,500  MALL RD.,OHIO VALLEY MALL,ST. CLAIRSVILLE,OH,43950-1703,True
CHOICE VENDING SERVICE,104  BRADY CIR. E.,,STEUBENVILLE,OH,43952-1479,False
EAGLE AUTOMATIC MUSIC,123  4th ST. N.,,STEUBENVILLE,OH,43952-2131,False
ARCADE BILLIARDS,160  4th ST. S.,,STEUBENVILLE,OH,43952-2918,True
ALADDIN'S CASTLE,100  MALL DR.,FORT STEUBEN MALL,STEUBENVILLE,OH,43952-3002,True
H & B MUSIC,,MAIN ST.,JEWETT,OH,43986-,False
LORAIN MUSIC,1174  MILAN AVE.,,AMHERST,OH,44001-1398,False
HOUSE OF GAMES,2135  WEST AVE.,,ASHTABULA,OH,44004-3105,False
PIONEER WATERLAND PARK & CAMPGROUND,,10661  KILE RD.,CHARDON,OH,44024-,True
ALADDIN'S CASTLE,370  MIDWAY BL.,MIDWAY MALL,ELYRIA,OH,44035-2411,True
OHIO VENDING MACHINE,P O BOX 98,39462  CENTER RIDGE RD.,NORTH RIDGEVILLE,OH,44039-0098,True
FUTURE WORLD,,35102  CENTER RIDGE RD.,NORTH RIDGEVILLE,OH,44039-3012,True
WILLIAMS AMUSEMENT,819  EAGLEVILLE-JEFFERSON RD.,,JEFFERSON,OH,44047,False
FUTURE TRONICS,2055  EAST RIDGE RD. N.,,LORAIN,OH,44055-,False
TOWNE MUSIC & VENDING,25  EDWARDS,,MADISON,OH,44057-3105,False
SHAMROCK VENDING,7500  MENTOR,,MENTOR,OH,44060,False
WALTER MUSIC & VENDING,7195  COMMERCE DR.,,MENTOR,OH,44060-5397,False
FUN-N-GAMES,7850  MENTOR,GREAT LAKES MALL,MENTOR,OH,44060-5520,True
GAME TIME,8000  PLAZA BL.,MENTOR PLAZA,MENTOR,OH,44060-5522,True
PUTT-PUTT GOLF,,26401  BROOKPARK RD.,NORTH OLMSTED,OH,44070-,True
GREAT AMERICAN GAME ROOM,,GREAT NORTHERN MALL # 4923,NORTH OLMSTEAD,OH,44070-,True
ROY GEORGE MUSIC & VENDING,124  STATE ST. S.,,PAINESVILLE,OH,44077-3477,False
TUTTLE MUSIC & GAMES,546  HOYT ST.,,PAINESVILLE,OH,44077-3616,False
AUTOMATIC MUSIC & GAMES,29  CHARLOTTE ST.,,PAINESVILLE,OH,44077-3694,False
A & S VENDING,1895  BLAZE NEMETH RD.,,PAINESVILLE,OH,44077-4715,False
PUTT-PUTT GOLF,5055  LIBERTY AVE.,,VERMILLION,OH,44089-1407,False
PUTT-PUTT GOLF,,WILLO PLAZA,WILLOUGHBY,OH,44094-4454,True
PASSCO,5704  SUPERIOR AVE.,,CLEVELAND,OH,44103-1442,False
S & H AMUSEMENT,7727  SUPERIOR AVE.,,CLEVELAND,OH,44103-2855,False
TOMMY'S VENDING,,14805  MADISON AVE.,LAKEWOOD,OH,44107-,False
LONNIE'S AMUSEMENT,,17120  DETROIT AVE.,LAKEWOOD,OH,44107-3623,False
J B G - OLYMPIC VENDING,3208  BROADVIEW RD.,,CLEVELAND,OH,44109-,False
GRAND PRIX GO-KART RIDES,4103  PEARL RD.,,CLEVELAND,OH,44109-3325,False
AMERICAN VENDING & ELECTRONICS,271  156th ST. E.,,CLEVELAND,OH,44110-1358,False
ALL-STATE VENDING,,18623  ST. CLAIR AVE. # 2,CLEVELAND,OH,44110-2698,False
NORTHCOAST AMUSEMENT SUPPLY,,10525  LORAIN AVE.,CLEVELAND,OH,44111-,False
CLEVELAND CITY VENDING,2688  14th ST. W.,,CLEVELAND,OH,44113-,False
MASTER-VEND,3843  ST. CLAIR AVE.,,CLEVELAND,OH,44114-,False
J L MUSIC,2035  HAMILTON,,CLEVELAND,OH,44114-1114,False
B & B MUSIC & VIDEO,2225  ST. CLAIR AVE. E.,,CLEVELAND,OH,44114-4046,False
CADILLAC MUSIC & AMUSEMENT,3201  CARNEGIE AVE.,,CLEVELAND,OH,44115-2634,False
LAKE CITY AMUSEMENT,3628  PROSPECT AVE. E.,,CLEVELAND,OH,44115-2704,False
ATTEWELL MUSIC,1250  LINDA ST.,,ROCKY RIVER,OH,44116-1828,False
MEMPHIS KIDDIE PARK,,29001  CEDAR RD. # 453,LYNDHURST,OH,44124-,True
ALADDIN'S CASTLE,,WESTGATE MALL # 3470,FAIRVIEW PARK,OH,44126-,True
FUN-N-GAMES,,RANDALL PARK MALL -UPPER,CLEVELAND,OH,44128-,True
FUN-N-GAMES,,RANDALL PARK MALL -LOWER,CLEVELAND,OH,44128-,True
SPACE INVADERS,5100  PEARL RD.,,CLEVELAND,OH,44129-,False
ALADDIN'S CASTLE,7911  RIDGEWOOD DR. W.,PARMATOWN MALL,PARMA,OH,44129-,True
GAME TIME,,21000  SOUTHGATE PARK BL.,CLEVELAND,OH,44137-2919,True
SWINGS-N-THINGS,8501  STEARNS RD.,,CLEVELAND,OH,44138,False
FASCINATION GAMES,,31825  FARM DR.,SOLON,OH,44139-1955,False
ADVANCE VENDING,250  ALPHA PARK,,HIGHLAND HEIGHTS,OH,44143-,False
FUN-N-GAMES,691  RICHMOND RD.,RICHMOND MALL,LYNDHURST,OH,44143-2908,True
CASTLE MUSIC,384  NEWELL AVE.,,BARBERTON,OH,44203-,False
S & J NOVELTY,3758  JOHNSON ST.,LUCAS MUSIC,BARBERTON,OH,44203-,False
J L HILTON,668  ARDELLA RD.,,CUYAHOGA FALLS,OH,44223-,False
FALLS AMUSEMENT,2711  STATE RD.,FUNSVILLE U S A,CUYAHOGA FALLS,OH,44223-1606,False
FUNSVILLE U S A,,UNIVERSITY PLAZA,KENT,OH,44240-,True
JOHN BARBER,196  WEST AVE.,,TALLMADGE,OH,44278-2124,False
BELL MUSIC,533  MARKET ST. W.,,AKRON,OH,44303-1892,False
AUTOMATIC DISTRIBUTING,856  HOME AVE.,,AKRON,OH,44310,False
GEORGE MUSIC,306  BOYLE ST.,,AKRON,OH,44310-,False
B R MUSIC,453  SOUTH ST. E.,,AKRON,OH,44311-2145,False
RAVENDS VENDING SERVICE,938-1/2  KENMORE BL.,,AKRON,OH,44314,False
STARCHER BILLIARDS & RECREATION CENTER,2292  ARLINGTON ST. S.,,AKRON,OH,44319-1929,True
ALADDIN'S CASTLE,2400  ROMIG RD.,ROLLING ACRES MALL # 198,AKRON,OH,44320-,True
ROBINSON & STEPHENS GAME ROOM,1265  COPLEY RD.,,AKRON,OH,44320-2750,False
FUN CITY U S A,5845  McCARTNEY RD.,,LOWELLVILLE,OH,44436-,False
PUTT-PUTT WESTGATE,3781  HWY. 5 SW,,NEWTON FALLS,OH,44444-9764,False
ACME MUSIC & VENDING,131  YOUNGSTOWN-WARREN RD.,,NILES,OH,44446-4593,False
GALACTICA,5555  YOUNGSTOWN-WARREN RD.,EASTWOOD MALL,NILES,OH,44446-4804,True
CROWN MUSIC & VENDING,2719  MIDLOTHIAN E.,,STRUTHERS,OH,44471-1031,True
PUTT-PUTT & DAIRY GO-ROUND,3937  YOUNGSTOWN RD. SE,,WARREN,OH,44484-3366,False
BEST VIDEO & GAMES,"235  MAIN ST. E. (WASHINGTONVILLE), P O BOX 322",,WESTPOINT,OH,44492,False
PETE'S MUSIC,546  MARKET ST.,,YOUNGSTOWN,OH,44502-1913,False
NICK'S V I P ARCADE,263  FEDERAL PLAZA W.,,YOUNGSTOWN,OH,44503-,True
YOUNGSTOWN UNITED MUSIC,1804  WILSON,,YOUNGSTOWN,OH,44506-1843,False
MATTHEW'S GAME ROOM,2308  OAK HILL AVE.,,YOUNGSTOWN,OH,44507,False
ALCO MUSIC & CIGARETTE SERVICE,40-1/2  MERIDIAN S.,,YOUNGSTOWN,OH,44509-2638,False
FUN-N-GAMES,7401  MARKET ST.,SOUTHERN PARK MALL,YOUNGSTOWN,OH,44512,True
PIZZA TIME THEATRE,813  BOARDMAN-POLAND RD.,,YOUNGSTOWN,OH,44512,False
FUN-N-GAMES (HOME OFFICE),,BOARDMAN PLAZA # 243,YOUNGSTOWN,OH,44512-,True
MIDWEST AMUSEMENTS,4150  MARKET ST.,,YOUNGSTOWN,OH,44512-1195,False
PUTT-PUTT GOLF,7204  SOUTH AVE.,,YOUNGSTOWN,OH,44512-3637,False
SPECIAL-T VENDING,12  MAIN ST. S.,,POLAND,OH,44514-,False
J M AMUSEMENTS & VENDING,5345  BAKER ST.,,YOUNGSTOWN,OH,44515-2423,False
JOLLY TIME,2500  STATE ST. W.,CARNATION MALL,ALLIANCE,OH,44601-5605,True
ELUM MUSIC,280  FEDERAL AVE. NW,,MASSILON,OH,44646-5469,False
COUNTRY BARN,,MILL TWP RD. 290,URICHSVILLE,OH,44683-,False
BI-MAX,"215  LIBERTY ST. E., P O BOX 1024",,WOOSTER,OH,44691-,False
GAME ROOM,150  MARKET ST. S.,,WOOSTER,OH,44691-4839,False
LIBERTY VENDING,401  HIGH AVE. SW,FERRUCCIO'S,CANTON,OH,44707-4652,False
NICKELODEON,4196  TUSCARAWAS W.,MELLETT MALL,CANTON,OH,44708-5423,True
ANGELI'S STARK NOVELTY,239  30th ST. NW,,CANTON,OH,44709-3103,False
FUNWAY FREEWAY,3907  EVERHARD RD. NW,GOLD CIRCLE MALL,CANTON,OH,44709-4004,True
ALADDIN'S CASTLE,,BELDEN VILLAGE MALL # 4267,CANTON,OH,44718-2560,True
BUCKEYE VENDING,4504  MICHAEL DR. NW,,CANTON,OH,44718-2732,False
MID-OHIO ENTERPRISES,547  MAIN ST. E.,,ASHLAND,OH,44805-2549,False
SENECA COIN,"1610  COUNTYLINE ST. N., P O BOX ""CR""",c/o FRUTH,FOSTORIA,OH,44830-0854,False
LOUDONVILLE VENDING,212  BUSTLE E.,,LOUDONVILLE,OH,44842-,False
CARDINAL SERVICES - CORP. HDQTRS.,611  SHORELINE DR. W.,,SANDUSKY,OH,44870-2415,False
GOLD MINE,4314  MILAN RD.,SANDUSKY MALL,SANDUSKY,OH,44870-5836,True
TIFFIN AUTOMATIC MUSIC,1930  STATE HWY. 18 W.,,TIFFIN,OH,44883-,False
POINT GAMES & MUSIC,33  WASHINGTON ST. S.,,TIFFIN,OH,44883-,False
C & J GAMES & MUSIC,129  ADAMS ST.,,TIFFIN,OH,44883-2213,False
GALLERY OF GAMES,870  MARKET ST. W.,TIFFIN MALL,TIFFIN,OH,44883-2529,True
J & B VENDING,19  4th ST. E.,,MANSFIELD,OH,44902-1303,False
CORRAL AMUSEMENT,560  MARION AVE.,,MANSFIELD,OH,44903-2029,False
OHIO VENDING MACHINE,69  DIAMOND ST. S.,,MANSFIELD,OH,44903-2551,False
VEND-SYSTEMS,208  CENTRAL AVE.,,MANSFIELD,OH,44905-,False
CENTRAL OHIO VENDING,586  ROSEDALE AVE.,,MANSFIELD,OH,44905-1433,False
ALADDIN'S CASTLE,,RICHLAND MALL # 2182,MANSFIELD,OH,44906-1249,True
PUTT-PUTT GOLF & GAMES,3420  COMMERCE DR.,,FRANKLIN,OH,45005-5229,False
FUN-N-GAMES,3461  TOWNE MALL BL.,TOWNE MALL # D,FRANKLIN,OH,45005-5592,True
DIXIE MUSIC,363  7th ST. N.,,HAMILTON,OH,45011-,False
PUTT-PUTT GOLF,2232  DIXIE HWY.,,HAMILTON,OH,45015-1662,False
A A A AMUSEMENT,1730  BRAEBURN RD.,,ABERDEEN,OH,45101,False
HAMLET FUN CENTER,1729  OHIO PIKE,,AMELIA,OH,45102-2007,True
EAST FORK FUN CENTER,2818  OLD HWY. 32,,AFTON,OH,45103,True
CAPRONI'S MAYSVILLE AUTOMATIC MUSIC,"4607  OLD HWY. 68, P O BOX 5",,RIPLEY,OH,45167-0005,False
KIRK MUSIC,348  MAIN ST. W.,,WILLIAMSBURG,OH,45176-1310,False
STATION BREAK,509  RACE ST.,,CINCINNATI,OH,45202-2320,True
MICHAEL VENDING,3517  MONTEITH AVE.,,HYDE PARK,OH,45208-1516,False
NICHOLAS MUSIC,1318  CLAY ST.,,OVER THE RHINE,OH,45210-,False
FUNWAY FREEWAY,6310  GLENWAY AVE.,WESTERN WOODS MALL # M-6,CINCINNATI,OH,45211-,True
PIONEER VENDING,3726  KESSEN AVE.,,CINCINNATI,OH,45211-4705,False
FUN FACTORY,1631  SHERMAN AVE.,,NORWOOD,OH,45212-2543,False
LEISURE TIME VENDING,1210  GLENDALE-MILFORD RD.,ROYAL DISTRIBUTING^,CINCINNATI,OH,45215-,False
STERN VENDING,,10330  CHESTER RD.,CINCINNATI,OH,45215-1291,False
JUPITER & BEYOND ENTERPRISES,2617  VINE ST. # B,,CINCINNATI,OH,45219-,False
CROWN VENDING,4227  SPRING GROVE AVE.,,CINCINNATI,OH,45223-1833,True
KELLEY'S PROMOTIONS,3727  SACHEM AVE.,,CINCINNATI,OH,45226-,False
HARBER TECHNOLOGIES,5041  OAKLAWN DR.,,CINCINNATI,OH,45227-,False
PUTT-PUTT GOLF,7725  5-MILE RD.,,CINCINNATI,OH,45230-2355,False
BILLY'S,1597  McMAKIN AVE.,,CINCINNATI,OH,45231-3456,False
FUN-N-GAMES,7030  READING RD.,,ROSELAWN,OH,45237-,False
ROYAL FAMILY BILLIARDS,5270  CROOKSHANK RD.,,CINCINNATI,OH,45238-3396,False
FUNWAY FREEWAY,8705  COLERAIN AVE.,GOLD CIRCLE MALL,CINCINNATI,OH,45239-,True
PUTT-PUTT GOLF,3640  SPRINGDALE RD.,,CINCINNATI,OH,45239-1407,False
ELECTRONICS OF AMERICA,9501  COLERAIN AVE.,NORTH GATE MALL,CINCINNATI,OH,45239-2003,True
SHOWBIZ PIZZA PLACE,8801  COLERAIN AVE.,,CINCINNATI,OH,45239-2919,True
MALIBU GRAND PRIX,,11163  DOWLIN DR.,SHARONVILLE,OH,45241-1835,False
PUTT-PUTT GOLF,9941  READING RD.,,CINCINNATI,OH,45241-3105,False
ASSOCIATED VENDING,2917  GLENDALE-MILFORD RD.,,CINCINNATI,OH,45241-3130,False
ALADDIN'S CASTLE,4601  EASTGATE BL.,EASTGATE MALL # 572,MOUNT CARMEL,OH,45245-1218,True
ALADDIN'S CASTLE,,CASSINELLI SQUARE,CINCINNATI,OH,45246-,True
QUEEN CITY AMUSEMENTS,7956  TIMBERBREAK DR.,,CINCINNATI,OH,45249-,False
JAY-GEE SPECIALTIES,"22  MAIN ST. N., P O BOX 322",,BELLBROOK,OH,45305-,False
R L ROTH AMUSEMENTS & SERVICE,657  McBEE,,BEAVERCREEK,OH,45305-9716,False
TREATY CITY COIN,,PUBLIC SQUARE # 200,GREENVILLE,OH,45331-,True
235 GOLF & AMUSEMENT CENTER,3580  STATE S.,,NEW CARLISLE,OH,45344-,True
DITMER MUSIC,729  POOL AVE.,,VANDALIA,OH,45377-1416,False
KAPTAIN VIDEO,313  DAYTON AVE.,,XENIA,OH,45385,False
GEM MUSIC & VENDING,30  CLINTON ST. N.,,DAYTON,OH,45402-1327,False
PUTT-PUTT GOLF & GAMES,636  DALEVIEW AVE.,,DAYTON,OH,45405-,False
SHAFFER AMUSEMENT,750  ALBANY ST.,,DAYTON,OH,45408-,False
R & Z VENDING,1155  BROWN,,DAYTON,OH,45409-2603,False
J C S COIN MACHINES & VENDING,530  WAYNE AVE.,A A A AMUSEMENTS,DAYTON,OH,45410-1120,False
A B C MUSIC & GAMES,1438  WAYNE AVE.,,DAYTON,OH,45410-1427,False
MARIOTT FOOD SERVICES,2922  LINDEN AVE.,,DAYTON,OH,45410-3027,False
STAR AMUSEMENT,3305  LINDEN AVE.,,DAYTON,OH,45410-3034,False
THREE-L ELECTRONICS,3321  DIXIE DR. N.,,DAYTON,OH,45414-,False
CRAZY CATS VIDEO GAMES,1348  FORRER BL.,,DAYTON,OH,45420-,False
PUTT-PUTT GOLF & GAMES,1340  STROOP RD. E.,,DAYTON,OH,45429-4926,False
M A V,1944  DOROTHY LN. W.,,DAYTON,OH,45439-1891,False
FUN-N-GAMES,2700  MIAMISBURG-CENTERVILLE RD.,DAYTON MALL,DAYTON,OH,45459-3735,True
KID ENTERPRISES,3434  ST. PARIS PIKE,,SPRINGFIELD,OH,45504,False
PUTT-PUTT GOLF,745  BECHTLE AVE.,,SPRINGFIELD,OH,45504-,False
FUN-N-GAMES,1475  UPPER VALLEY PIKE,UPPER VALLEY MALL,SPRINGFIELD,OH,45504-4047,True
GAME GALAXY,429  LIMESTONE ST. S.,,SPRINGFIELD,OH,45505-,False
HUGHES MUSIC,355  LIMESTONE ST. S.,,SPRINGFIELD,OH,45505-1090,False
MALONE VENDING & DISTRIBUTING,1701  LEXINGTON,,SPRINGFIELD,OH,45505-2297,False
WHELDON PARK RECREATION CENTER,1525  EAST ST.,,SPRINGFIELD,OH,45505-4107,True
TRI-COUNTY VENDING SERVICE,19  2nd E.,,CHILLICOTHE,OH,45601-,False
CITY AMUSEMENT,1605  2nd ST. S.,,IRONTON,OH,45638-,False
OHIO COIN-OP,"4132  SCIOTO TRAIL, P O BOX 118",,PORTSMOUTH,OH,45662-0118,False
B M F MUSIC & GAMES,227  EMMITT AVE. W.,,WAVERLY,OH,45690-1005,False
ROCKET PIZZA & GAMES,302  BROADWAY W.,,WELLSTON,OH,45692-1130,False
CAVOTE MUSIC & VENDING,P O BOX 217,,ATHENS,OH,45701-,False
GOOD VENDING,21  STATE ST. W.,,ATHENS,OH,45701-2511,False
LAUGHLIN MUSIC & VENDING,51  SMITH ST.,,ATHENS,OH,45701-2720,False
U S A AMUSEMENT,,BELPRE TWP RD. 89,BELPRE,OH,45714-,False
COIN MACHINE,108  2nd ST. S.,,MARIETTA,OH,45750,False
SANBORN VENDING MACHINE,21  COLUMBUS ST.,,NELSONVILLE,OH,45764,False
MOONLITE VIDEO,702  METCALF ST. S.,,LIMA,OH,45804-,False
CAPITOL VENDING,547  MAIN S. # 100,,LIMA,OH,45804-1251,False
SUPERFUN,3000  ELM ST. W.,AMERICAN MALL,LIMA,OH,45805-,True
FUN-N-GAMES,2400  ELIDA RD.,LIMA MALL,LIMA,OH,45805-1223,True
CELINA MUSIC,"8235  HWY. 703 E., P O BOX 213",,CELINA,OH,45822-0213,False
PUTT-PUTT GOLF,1219  TRENTON AVE.,,FINDLAY,OH,45840-1921,False
BARREL OF FUN,1800  TIFFIN AVE.,FINDLAY VILLAGE MALL,FINDLAY,OH,45840-6751,True
VAN BRACKEL & SONS,207  LIMA W.,,FOREST,OH,45843-1129,False
D & K PRINTING,13  MAIN ST. E.,,LEIPSIC,OH,45856-1243,False
CHIC-A-DEE'S ARCADE,105  MAIN N.,,ROCKFORD,OH,45882-,True
LINCOLN PARK AMUSEMENT,1945  FRANKTON RD.,,ANDERSON,IN,46011-,True
ODYSSEY ONE,700  53rd W.,,ANDERSON,IN,46013-1514,False
SUPERFUN,2109  STATE ROAD 109 S.,MOUNDS MALL,ANDERSON,IN,46013-1822,True
AMEISER,3109  SHERMAN ST.,,ANDERSON,IN,46014-,False
TEMPLETON & SON MUSIC & VENDING,1322  MERIDIAN ST.,,ANDERSON,IN,46016-1829,False
BRANDON ENTERPRISES,1216  CINCINNATI AVE.,,ANDERSON,IN,46016-1907,False
PUTT-PUTT GOLF & GAMES,301  CARMEL DR. E.,,CARMEL,IN,46032-2809,False
VARIETY AMUSEMENTS,110  MAIN E.,ALLIED VENDING,THORNTOWN,IN,46071-,False
THUNDER ISLAND,,19830  HWY. 31 N.,WESTFIELD,IN,46074-,False
BROWNIE'S ARCADE,302  SCHOOL ST. N.,,GREENFIELD,IN,46140-1749,True
PUTT-N-FUN,373  FRY RD. W.,,GREENWOOD,IN,46142-4137,False
ALADDIN'S CASTLE,1231  HWY. 31 N.,GREENWOOD PARK MALL,GREENWOOD,IN,46142-4502,True
VALLEY'S GREATEST GAME,1251  HWY. 31 N.,GREENWOOD PARK MALL,GREENWOOD,IN,46142-4502,True
FAMILY AMUSEMENT CENTER,749  HWY. 39 BYP.,,MARTINSVILLE,IN,46151-2127,True
CROWN AMUSEMENT,33  BROADWAY E.,,SHELBYVILLE,IN,46176-,True
HONEY-SAGE CATERING,611  11th ST. W.,,INDIANAPOLIS,IN,46202-3096,False
LAUNDRY BASKET,545  RURAL ST. S.,,INDIANAPOLIS,IN,46203-,False
INDIANAPOLIS VENDING SERVICE,2248  EMERSON AVE. N.,,INDIANAPOLIS,IN,46218-,False
CAPITOL VENDING SERVICES,1703  38th ST. E.,,INDIANAPOLIS,IN,46218-1092,False
PUTT-N-BUNT,8734  21st ST. E.,,INDIANAPOLIS,IN,46219-2519,False
ALADDIN'S CASTLE,7150  WASHINGTON ST. E.,EASTGATE CONSUMER MALL,INDIANAPOLIS,IN,46219-6719,True
SHOWBIZ PIZZA PLACE,8109  WASHINGTON ST. E.,,INDIANAPOLIS,IN,46219-6813,True
ASTRAL AMUSEMENTS,2525  56th ST. E.,,INDIANAPOLIS,IN,46220-,False
TIMES SQUARE,6101  KEYSTONE AVE. N.,GLENDALE SHOPPING CENTER,INDIANAPOLIS,IN,46220-2431,True
INDY AMUSEMENTS,5147  65th ST. E.,,INDIANAPOLIS,IN,46220-4816,False
PUTT-PUTT GOLF & GAMES,6320  34th ST. W.,,INDIANAPOLIS,IN,46224-1137,False
BOYD MUSIC,1254  EAST ST. S.,,INDIANAPOLIS,IN,46225-2530,False
G & S DISTRIBUTORS,3701  SHADELAND AVE. N. # A,,INDIANAPOLIS,IN,46226-,False
OMEGA ELECTRONICS,4611  FRANKLIN RD. N.,,INDIANAPOLIS,IN,46226-,False
JUST DARTS,3709  SHADELAND AVE. N.,,INDIANAPOLIS,IN,46226-,False
PUTT-PUTT GOLF & GAMES,1936  SOUTHPORT RD. E.,,INDIANAPOLIS,IN,46227-5216,False
PUTT-PUTT GOLF & GAMES,,10499  WASHINGTON ST. E.,INDIANAPOLIS,IN,46229-,False
FUN-N-GAMES,,WASHINGTON SQUARE # 374,INDIANAPOLIS,IN,46229-2629,True
J & J DISTRIBUTORS,9461  WASHINGTON E.,,INDIANAPOLIS,IN,46229-3084,False
GIZMO'S GAMES,6302  82nd ST. E. # 120,,INDIANAPOLIS,IN,46250-,False
SHOWBIZ PIZZA PLACE,5501  82nd ST. E.,,INDIANAPOLIS,IN,46250-1520,True
FUN-N-GAMES,3919  LAFAYETTE RD.,LAFAYETTE SQUARE # 774,INDIANAPOLIS,IN,46254-2503,True
SHOWBIZ PIZZA PLACE,4910  38th ST. W.,,INDIANAPOLIS,IN,46254-3322,True
OLIVER'S,8425  CROWN POINT RD.,,INDIANAPOLIS,IN,46278,False
C L VENDING & AMUSEMENTS,P O BOX 339,,CEDAR LAKE,IN,46303-,False
NEAL VENDING SERVICE,506  BROADWAY,,CHESTERTON,IN,46304-2320,False
VARIETY AMUSEMENT,1506  BROADWAY ST.,,EAST CHICAGO,IN,46312-2282,False
TIMES SQUARE,6508  INDIANAPOLIS BL.,WOODMAN SHOPPING CENTER,HAMMOND,IN,46320,True
TRI-CITY AMUSEMENTS,"3716  BROADWAY, P O BOX 1717",,HIGHLAND,IN,46322-,False
MUSIC VENDORS,P O BOX 2363,,HAMMOND,IN,46323-,False
GAME ROOM,,HWY. 6 & HWY. 51,HOBART,IN,46342-,False
ACTION AMUSEMENT,"111  ""J"" ST.",,LA PORTE,IN,46350,False
ALADDIN'S CASTLE,1444  HWY 2 W.,MAPLE LANE MALL,LA PORTE,IN,46350-,True
AMUSEMENT SERVICE,719  MONROE ST.,,LA PORTE,IN,46350-3356,False
VARIETY ENTERTAINMENT,2520  MICHIGAN BL. E.,,MICHIGAN CITY,IN,46360-5366,False
GOLD MINE,4041  FRANKLIN ST.,MARQUETTE MALL,MICHIGAN CITY,IN,46360-7328,True
TON-O-FUN,1500  VIRGINIA ST.,,GARY,IN,46407-2360,False
LAKE COUNTY MUSIC & VENDING,4443  CLEVELAND ST.,,MERRILLVILLE,IN,46408-,False
SERVICE VENDING,3776  GRANT ST.,,GARY,IN,46408-,False
STAR AMUSEMENTS,4686  ARTHUR ST.,A P T VENDING,GARY,IN,46408-3713,False
GAMES PEOPLE PLAY,6174  BROADWAY,,MERRILLVILLE,IN,46410-3002,False
PUTT-PUTT GOLF,3970  LINCOLN HWY. E.,,MERRILLVILLE,IN,46410-5836,False
SUPERFUN,8275  BROADWAY,CENTURY MALL,MERRILLVILLE,IN,46410-6237,True
ALADDIN'S CASTLE,,SOUTHLAKE MALL # 2114,MERRILLVILLE,IN,46410-6439,True
PLAY PALACE,154  HIVELY AVE. W.,PIERRE MORAN MALL # 20,ELKHART,IN,46517-2114,True
PINBALL GALLERY,224  MAIN S.,,GOSHEN,IN,46526,False
FRAUHIGER AMUSEMENTS,515  MIDDLEBURG ST.,,GOSHEN,IN,46526,False
KING ARTHUR'S,624  JACKSON E.,,GOSHEN,IN,46526-,False
AUTOMATIC MUSIC,1309  HEATON S. # A,KNOX MALL,KNOX,IN,46534-,True
DILTZ & SONS,213  MAIN ST. N.,,MISHAWAKA,IN,46544-1499,False
PUTT-PUTT GOLF & GAMES,3615  MAIN ST. N.,,MISHAWAKA,IN,46545-3113,False
BEDFORD AMUSEMENTS,,55636  BUCKEYE RD.,MISHAWAKA,IN,46545-7923,False
MILLER MUSIC,,55060  SAGE RD.,NEW CARLISLE,IN,46552-,False
FUN-N-GAMES,100  MICHIGAN ST. S.,,PLYMOUTH,IN,46563-2137,False
FUN CENTER,,RD 9 BX 252,WARSAW,IN,46580-,True
ALADDIN'S CASTLE,,SCOTTSDALE MALL # 1127,SOUTH BEND,IN,46612-1003,True
N H VENDING,1518  LINCOLN WAY E.,,SOUTH BEND,IN,46613-3493,False
NORTHERN INDIANA VENDING,2604  MAIN S.,,SOUTH BEND,IN,46614-1018,False
FORD MUSIC & VENDING,908  PORTAGE AVE.,,SOUTH BEND,IN,46616-1499,False
PADEN & SONS,119-1/2  NOTRE DAME AVE. N.,,SOUTH BEND,IN,46617-2906,False
ROBERTS VENDING SERVICE,"1138  WESTERN AVE. W., P O BOX 1002",,SOUTH BEND,IN,46624-,False
ARROWOOD'S VIDEO & ARCADE,,22925  ARDMORE TRAIL,SOUTH BEND,IN,46628,True
PASTIME AMUSEMENT,126  MONROE ST. E.,,DECATUR,IN,46733-1733,False
KEIDAISH VENDING,209  CAVIN ST. S.,,LIGONIER,IN,46767-1915,False
FIREBALL AMUSEMENT EQUIPMENT,938  POWERS ST.,,NEW HAVEN,IN,46774-1252,False
JACK C HALTER SALES,305  LINCOLN HWY. E.,,NEW HAVEN,IN,46774-1313,False
JACK EISER SALES,820  SCHICK ST.,,FORT WAYNE,IN,46803-1073,False
ALLEN COUNTY GAMES,3207  COVINGTON RD.,COOPERATIVE SERVICE VENDING,FORT WAYNE,IN,46804-6921,False
TILT,4201  COLDWATER RD.,GLENBROOK SHOPPING CENTER,FORT WAYNE,IN,46805-,True
GOLD MINE,,GLENBROOK SQUARE,FORT WAYNE,IN,46805-,True
GLENN CROWL PLAYFAIR SALES,7021  BLUFFTON RD.,,FORT WAYNE,IN,46809-,True
